Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
P:1587032607778570241,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587032607778570241,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587032607778570241,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587027719736659968,,,@TheKangnaRanut How many fake IDs you have? Dikra,Caption,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587027719736659968,,,@TheKangnaRanut Is that really u or someone made fake account on your name??,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587027719736659968,,,@TheKangnaRanut @Asksindia_ ??,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587027719736659968,,,@TheKangnaRanut Well done madam ji,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587027719736659968,,,@TheKangnaRanut How many fake IDs you have? Dikra,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587027719736659968,,,@TheKangnaRanut ??? ?? ???? ???? ?? ???? ???? ??????? ?? ???,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587027719736659968,,,@TheKangnaRanut Fake,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587027719736659968,,,@TheKangnaRanut ??? ?? ??? ?? ???? ?? ?? ? ?? ?? know ?? ?? ?? ??,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587027719736659968,,,"@Jahangi82877119 @ramsingh54851 @TheKangnaRanut Abe dogle ki bat nahi hai jabhi to aae din stone pelting ,k@mlesh tiwari aur udaipur khaniylal case jaese dekhna pada",Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587027719736659968,,,@TheKangnaRanut Welcome madam.,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587027719736659968,,,@TheKangnaRanut @Asksindia_ Welcome Back Mam,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587025754209939456,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587025754209939456,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587025754209939456,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587025754209939456,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587025754209939456,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,CoxDffw44jKgIvze (1).jpg,@TheKangnaRanut @Asksindia_ CBI ???? ?? ?? ?? ????? https://t.co/Guy1IssDp9,Caption,https://t.co/Guy1IssDp9,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587023146397634560,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587023146397634560,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587023146397634560,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587023146397634560,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut Kar lo inquiry...lol,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587022639813783552,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587022639813783552,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587022639813783552,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587022639813783552,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut ? ??? ???? ??? ?? ??????  ???? ?? ??????? ???.. ???? ?? ??? ???? ???? ?????  ????? ?? ???? ??  ?? ????? ??? ???... #KejriwalExposed  shame @KejaksaanRI shame @INCIndia??,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003982526189568,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003982526189568,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003982526189568,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003982526189568,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut Ha honi chahiye mam,Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003840821612544,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003840821612544,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003840821612544,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003840821612544,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003840821612544,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003433856270338,,,@TheKangnaRanut ??? ?? ???? ???? ?? ???? ???? ??????? ?? ???,Caption,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003433856270338,,,@TheKangnaRanut Is that really u or someone made fake account on your name??,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003433856270338,,,@TheKangnaRanut @Asksindia_ ??,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003433856270338,,,@TheKangnaRanut Well done madam ji,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587003433856270338,,,@TheKangnaRanut How many fake IDs you have? Dikra,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003433856270338,,,@TheKangnaRanut ??? ?? ???? ???? ?? ???? ???? ??????? ?? ???,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003433856270338,,,@TheKangnaRanut Fake,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587003433856270338,,,@TheKangnaRanut ??? ?? ??? ?? ???? ?? ?? ? ?? ?? know ?? ?? ?? ??,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587003433856270338,,,"@Jahangi82877119 @ramsingh54851 @TheKangnaRanut Abe dogle ki bat nahi hai jabhi to aae din stone pelting ,k@mlesh tiwari aur udaipur khaniylal case jaese dekhna pada",Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003433856270338,,,@TheKangnaRanut Welcome madam.,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003433856270338,,,@TheKangnaRanut @Asksindia_ Welcome Back Mam,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003016275759107,,,@TheKangnaRanut Agree with you,Caption,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003016275759107,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003016275759107,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587003016275759107,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587003016275759107,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587003016275759107,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587001834711158784,,,@TheKangnaRanut Fake,Caption,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587001834711158784,,,@TheKangnaRanut Is that really u or someone made fake account on your name??,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1587001834711158784,,,@TheKangnaRanut @Asksindia_ ??,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587001834711158784,,,@TheKangnaRanut Well done madam ji,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587001834711158784,,,@TheKangnaRanut How many fake IDs you have? Dikra,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587001834711158784,,,@TheKangnaRanut ??? ?? ???? ???? ?? ???? ???? ??????? ?? ???,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587001834711158784,,,@TheKangnaRanut Fake,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587001834711158784,,,@TheKangnaRanut ??? ?? ??? ?? ???? ?? ?? ? ?? ?? know ?? ?? ?? ??,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1587001834711158784,,,"@Jahangi82877119 @ramsingh54851 @TheKangnaRanut Abe dogle ki bat nahi hai jabhi to aae din stone pelting ,k@mlesh tiwari aur udaipur khaniylal case jaese dekhna pada",Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1587001834711158784,,,@TheKangnaRanut Welcome madam.,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1587001834711158784,,,@TheKangnaRanut @Asksindia_ Welcome Back Mam,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586968183424290816,,,@TheKangnaRanut ??? ?? ????? ??? ???? ????? ???? ????? ??? ??? ????? ??? ?? ???????? ?? ?? ????-???? ?????? ?? ??? ???? ???,Caption,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1586968183424290816,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586968183424290816,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1586968183424290816,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586968183424290816,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586968183424290816,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut https://t.co/qDRU2d4KID,Caption,https://t.co/qDRU2d4KID,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586962381363552256,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1586962381363552256,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586962381363552256,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586962381363552256,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,"@UnSubtleDesi @elonmusk Your article is for you to read like @TheKangnaRanut movie for her to watch...
Nobody in this world would like to read or watch bogeys.",Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@Gmz999Emma @UnSubtleDesi @elonmusk Like the MSM has been doing to Trump for 6 years?,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,"@UnSubtleDesi @elonmusk to the Right, ""freedom of speech"" means ""freedom to deceive.""",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@UnSubtleDesi @elonmusk There are only two wings right wing and the wrong wing.,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@UnSubtleDesi @elonmusk Are you sure #Musk is at our side Nupur?! https://t.co/Bj7mrQKFSY,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,"@UnSubtleDesi @elonmusk Not all the left are the same,

and 

not all the right are the same.

get over it.",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,"@UnSubtleDesi @elonmusk Hmm,.. PPDM 8,..
solid.  saved.

i shall additionally test your petrification claim,
by shifting one buttock aside, to make how my living room should now smell, after your sh** has entered it,..

hmm... nnnope.  moving just fine.",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@UnSubtleDesi @rahulroushan @elonmusk That awkward moment when left is petrified of free speech and the non left is promoting it,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@UnSubtleDesi @elonmusk Do you mean jewCabal? for else I am not interested.,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586959307421384705,,,@UnSubtleDesi @elonmusk Garbage article like every single one you write. Musk literally spread fake news to attack Clinton and Paul Pelosi.,Additional Comment,NA,,,FALSE,FALSE,NEGATIVE,NO
P:1586959307421384705,,,@UnSubtleDesi @elonmusk https://t.co/9snCeRb9VH,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,"@TheKangnaRanut @idineshdesai ???? ?? ???? ???? ??, ??? ????? ?????? ??",Caption,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1586948511127719937,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586948511127719937,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1586948511127719937,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586948511127719937,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586948511127719937,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,FgX4o3HUcAAjbPM.jpg,"@TheKangnaRanut ??? ??? ?? ???? ???? ?? ?????? ??? ???? ???? ????? ?? ??? ?? ??? ?? ?? ????? ????? ?? ????? ??? ???????? ???? ???? ?? ??? 
?? ????? ?? ?? ?????? ?  
 #morbi https://t.co/oHHyHKxVF1",Caption,https://t.co/oHHyHKxVF1,,,TRUE,FALSE,NEGATIVE,YES
P:1586947827904937985,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut @Asksindia_ ???? ?????? ???? ?? ?????? ?? ???? ???? ????? ???? ?? ?????? ?? ?? ???? ???? ????? ???? ??? ???? ????? ????? ????? ??? ?? ?????,Additional Comment,NA,,,TRUE,TRUE,NEGATIVE,YES
P:1586947827904937985,,,"@TheKangnaRanut ???????? ?? ???? ?????? ?? ?? ???? ????? ???? ???? ?? ?? ???? ????? ?? ? ??? ??? ? ??? ??
 ??? ?? ??? 
????",Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut Absolutely,Additional Comment,NA,,,FALSE,FALSE,POSITIVE,NO
P:1586947827904937985,,,@TheKangnaRanut https://t.co/fPQNlD89AP,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut https://t.co/oQrtugrRg3,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut https://t.co/RUAertxB2e,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut Yes CBI jaanch honi chahiye,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586947827904937985,,,@TheKangnaRanut Agree @Bhupendrapbjp CBI Inquiry,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586946313832525824,,,@TheKangnaRanut @Asksindia_ Bhai flow back dijiye,Caption,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586946313832525824,,,@TheKangnaRanut Right,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
P:1586946313832525824,,,@TheKangnaRanut Jaach pad? taal honi chaahiye; https://t.co/hD6cqcCbed,Additional Comment,NA,,,FALSE,FALSE,NEUTRAL,NO
